area_id,marker,area_size,radius,z,y,x,CD31_intensity,CD20_intensity,CD11b_intensity,CD4_intensity,CD11c_intensity,Catalase_intensity
133,CD20,12,3,83,254,1096,0.2903,0.2969,0.3855,0.3413,0.409,0.2105
134,CD20,28,3,86,267,798,0.2989,0.2653,0.4485,0.2455,0.362,0.2409
135,CD20,424,7,97,525,377,0.3137,0.2432,0.2505,0.218,0.237,0.2878
136,CD20,79,4,86,603,281,0.3036,0.2728,0.3453,0.2417,0.3856,0.3374
137,CD20,8,3,83,674,373,0.2529,0.2072,0.2488,0.2814,0.2885,0.2252
138,CD20,179,5,90,127,1212,0.2148,0.2585,0.2736,0.226,0.2224,0.195
139,CD20,53,3,86,130,1116,0.3556,0.308,0.2367,0.2819,0.2815,0.2136
140,CD20,38,3,86,130,1132,0.2409,0.3615,0.3064,0.2284,0.2919,0.2103
141,CD20,248,6,91,139,1230,0.2468,0.2144,0.2603,0.2294,0.2514,0.2104
142,CD20,14,3,85,151,1221,0.3196,0.32,0.3253,0.3089,0.2621,0.2432
143,CD20,28,3,86,154,1327,0.3025,0.3426,0.2482,0.2745,0.2628,0.2459
144,CD20,26,3,85,157,1072,0.3394,0.2527,0.3028,0.2827,0.3324,0.3852
145,CD20,193,5,90,198,1009,0.2073,0.2684,0.23,0.2125,0.2386,0.226
146,CD20,8,3,84,229,920,0.3469,0.3039,0.4328,0.303,0.242,0.4082
147,CD20,26,3,86,237,897,0.3279,0.2627,0.2991,0.3584,0.2988,0.3733
148,CD20,28,3,85,298,1017,0.2891,0.2479,0.373,0.3032,0.288,0.2471
149,CD20,102,4,90,347,766,0.3033,0.2392,0.2486,0.3058,0.3686,0.2068
150,CD20,38,3,86,643,554,0.3543,0.3184,0.3254,0.2944,0.2881,0.3243
151,CD20,14,3,84,670,50,0.2697,0.3251,0.2796,0.3004,0.328,0.2624
152,CD20,8,3,85,57,1298,0.2976,0.3136,0.2886,0.3331,0.3615,0.3393
153,CD20,8,3,85,142,1022,0.2588,0.2555,0.2323,0.35,0.2401,0.355
154,CD20,8,3,85,168,1330,0.2963,0.2935,0.2879,0.3131,0.2962,0.2589
155,CD20,102,4,92,192,955,0.2814,0.2572,0.3627,0.3094,0.3427,0.2144
156,CD20,16,3,86,196,1159,0.2263,0.3174,0.2489,0.2963,0.3177,0.2297
157,CD20,339,6,92,209,1032,0.2365,0.1865,0.2044,0.1948,0.249,0.2016
158,CD20,20,3,87,221,1023,0.2533,0.3114,0.2869,0.3417,0.2465,0.2612
159,CD20,16,3,86,231,1220,0.2763,0.3193,0.3445,0.3301,0.3179,0.415
160,CD20,42,3,88,261,738,0.2485,0.3325,0.3239,0.3254,0.2822,0.2174
161,CD20,12,3,85,261,812,0.3,0.312,0.3093,0.2945,0.2194,0.2889
162,CD20,222,6,90,338,755,0.1883,0.2711,0.2247,0.2104,0.2752,0.1722
163,CD20,22,3,86,390,535,0.3058,0.2639,0.2781,0.3049,0.3743,0.2126
164,CD20,12,3,85,511,638,0.2822,0.2266,0.2429,0.3843,0.2715,0.2151
165,CD20,46,3,91,543,317,0.3609,0.3634,0.3167,0.2317,0.333,0.3454
166,CD20,572,8,102,564,237,0.3222,0.2615,0.165,0.1824,0.2136,0.1652
167,CD20,30,3,86,580,92,0.3542,0.2898,0.3252,0.2006,0.3468,0.2442
168,CD20,8,3,85,589,18,0.3702,0.333,0.2983,0.3063,0.2733,0.3581
169,CD20,16,3,86,667,56,0.2734,0.2905,0.288,0.3363,0.3383,0.2619
170,CD20,8,3,85,676,366,0.3246,0.2792,0.2901,0.398,0.3825,0.2987
171,CD20,188,5,93,144,1053,0.2572,0.2591,0.2483,0.2609,0.2784,0.183
172,CD20,71,4,91,183,1256,0.2626,0.276,0.3152,0.2588,0.21,0.2203
173,CD20,20,3,88,233,1198,0.2954,0.288,0.2842,0.2462,0.4615,0.1941
174,CD20,12,3,86,257,979,0.3111,0.2486,0.2577,0.3406,0.267,0.3226
175,CD20,12,3,86,258,918,0.3183,0.259,0.3896,0.2883,0.2957,0.3064
176,CD20,91,4,89,264,1128,0.2534,0.1831,0.2975,0.2956,0.309,0.2125
177,CD20,45,3,89,332,759,0.3212,0.3115,0.2892,0.2839,0.2632,0.3124
178,CD20,16,3,86,361,734,0.2614,0.3292,0.3222,0.3564,0.2202,0.2629
179,CD20,8,3,86,554,69,0.4124,0.2772,0.289,0.278,0.3086,0.2305
180,CD20,20,3,87,596,27,0.3568,0.3169,0.2819,0.3509,0.2972,0.2104
181,CD20,278,6,97,674,373,0.2431,0.1885,0.2302,0.2476,0.2175,0.2006
182,CD20,68,4,89,229,1208,0.2165,0.2723,0.2778,0.2199,0.2687,0.3088
183,CD20,130,5,93,253,1035,0.2573,0.2542,0.2513,0.2181,0.2245,0.2133
184,CD20,18,3,89,257,1050,0.316,0.2693,0.3476,0.2653,0.2521,0.2688
185,CD20,47,3,89,339,845,0.2683,0.292,0.338,0.3959,0.3018,0.3328
186,CD20,12,3,88,338,855,0.3386,0.4062,0.2288,0.3198,0.2754,0.3038
187,CD20,555,8,97,556,266,0.2099,0.2277,0.2047,0.2419,0.1745,0.1691
188,CD20,16,3,88,582,85,0.3165,0.2492,0.248,0.3064,0.3582,0.3535
189,CD20,12,3,87,586,322,0.3282,0.2109,0.2863,0.2813,0.3465,0.3932
190,CD20,8,3,88,105,1285,0.3034,0.3402,0.2946,0.3403,0.3141,0.2524
191,CD20,26,3,90,196,1207,0.2637,0.2816,0.2959,0.3235,0.3102,0.3299
192,CD20,12,3,89,223,1050,0.3254,0.2835,0.2967,0.4275,0.3721,0.2763
193,CD20,20,3,89,226,1162,0.3008,0.3487,0.3361,0.3029,0.3067,0.2569
194,CD20,75,4,93,302,704,0.2489,0.3469,0.228,0.2882,0.2069,0.2158
195,CD20,149,5,94,315,774,0.2043,0.3042,0.238,0.2528,0.2528,0.1895
196,CD20,449,7,99,385,749,0.2308,0.1946,0.2119,0.2517,0.2212,0.3692
197,CD20,24,3,90,407,564,0.2936,0.3334,0.2938,0.2963,0.3326,0.2428
198,CD20,8,3,88,557,72,0.3035,0.3024,0.2616,0.317,0.3273,0.2877
199,CD20,37,3,90,669,356,0.3864,0.2851,0.2835,0.2931,0.3826,0.2728
200,CD20,121,4,95,220,1082,0.2767,0.2189,0.3194,0.1805,0.2417,0.238
201,CD20,8,3,89,293,763,0.3858,0.3449,0.2691,0.2667,0.3036,0.3274
202,CD20,60,3,95,472,279,0.2946,0.3192,0.2508,0.2766,0.2597,0.3025
203,CD20,290,6,96,564,312,0.3027,0.2433,0.2423,0.2124,0.2503,0.1763
204,CD20,16,3,90,637,292,0.2517,0.3427,0.3287,0.251,0.2789,0.2877
205,CD20,60,3,93,670,51,0.3445,0.2926,0.3467,0.3699,0.2735,0.2171
206,CD20,38,3,91,673,93,0.2914,0.3257,0.378,0.2683,0.3058,0.3348
207,CD20,12,3,89,677,366,0.4025,0.3663,0.2871,0.2679,0.3335,0.2295
208,CD20,16,3,90,678,458,0.3151,0.3453,0.3725,0.2615,0.2706,0.3594
209,CD20,32,3,91,109,1212,0.3263,0.3384,0.3154,0.2397,0.2576,0.2355
210,CD20,75,4,95,212,1138,0.2922,0.3173,0.2431,0.2699,0.2579,0.2316
211,CD20,89,4,95,225,1048,0.2525,0.2259,0.3755,0.2959,0.2989,0.2335
212,CD20,237,6,105,301,1006,0.2497,0.2409,0.1989,0.2122,0.1721,0.1773
213,CD20,12,3,90,443,587,0.2887,0.2982,0.3926,0.2783,0.2358,0.2111
214,CD20,88,4,96,571,158,0.3025,0.2804,0.2938,0.2652,0.3251,0.2709
215,CD20,24,3,91,578,133,0.3244,0.4001,0.3712,0.3828,0.3763,0.3348
216,CD20,458,7,99,588,322,0.2085,0.1892,0.2226,0.2196,0.2179,0.1917
217,CD20,38,3,92,671,90,0.3758,0.2926,0.3256,0.3055,0.2984,0.371
218,CD20,214,5,96,199,1065,0.2898,0.2507,0.2689,0.2466,0.245,0.2628
219,CD20,40,3,92,266,791,0.2946,0.2849,0.4401,0.2867,0.2642,0.2791
220,CD20,155,5,94,273,833,0.2306,0.2652,0.2985,0.3043,0.3093,0.2926
221,CD20,42,3,96,323,811,0.2563,0.3533,0.3204,0.3055,0.3464,0.2274
222,CD20,499,7,104,341,787,0.2112,0.1949,0.2153,0.2117,0.2453,0.2354
223,CD20,87,4,95,685,425,0.3087,0.3337,0.0,0.2337,0.0,0.2389
224,CD20,68,4,95,172,1246,0.276,0.2872,0.259,0.2156,0.2329,0.2914
225,CD20,8,3,92,201,864,0.3609,0.2896,0.2762,0.3501,0.2365,0.2724
226,CD20,16,3,92,238,900,0.3422,0.3346,0.3192,0.3391,0.343,0.2855
227,CD20,32,3,94,530,384,0.3124,0.351,0.3075,0.2583,0.3298,0.3174
228,CD20,8,3,93,142,1039,0.3092,0.3345,0.3806,0.2567,0.3522,0.2007
229,CD20,173,5,98,203,972,0.2703,0.2012,0.1877,0.2354,0.2114,0.2386
230,CD20,8,3,93,251,1211,0.3152,0.2801,0.2907,0.2641,0.3827,0.2633
231,CD20,28,3,96,343,745,0.308,0.3066,0.3905,0.2346,0.2761,0.4276
232,CD20,30,3,95,388,536,0.2299,0.3469,0.2914,0.2439,0.2841,0.3234
233,CD20,18,3,94,410,564,0.2384,0.3077,0.2178,0.2385,0.2789,0.3914
234,CD20,160,5,98,499,321,0.2877,0.2542,0.2774,0.2904,0.2488,0.2058
235,CD20,12,3,94,506,413,0.2853,0.2909,0.3225,0.3605,0.279,0.2683
236,CD20,93,4,98,556,361,0.3028,0.3184,0.2496,0.2841,0.263,0.2947
237,CD20,341,6,104,584,149,0.2055,0.2369,0.2656,0.2834,0.2346,0.1825
238,CD20,573,8,103,660,125,0.2672,0.2323,0.1743,0.2313,0.2281,0.3109
239,CD20,28,3,96,110,1229,0.3075,0.2909,0.29,0.2554,0.2413,0.2578
240,CD20,12,3,94,113,1215,0.3543,0.2957,0.2977,0.2379,0.3056,0.2037
241,CD20,22,3,96,137,1088,0.2418,0.3356,0.3318,0.3197,0.2876,0.2647
242,CD20,44,3,97,150,1159,0.2836,0.3582,0.3595,0.3488,0.3687,0.2054
243,CD20,84,4,99,151,1327,0.2679,0.179,0.2432,0.2084,0.24,0.1949
244,CD20,96,4,96,180,1090,0.1973,0.2717,0.2819,0.2908,0.284,0.2117
245,CD20,24,3,96,268,822,0.2555,0.2897,0.3876,0.2963,0.3338,0.4656
246,CD20,24,3,96,292,763,0.2738,0.379,0.3613,0.2345,0.2508,0.2867
247,CD20,24,3,96,299,1015,0.3352,0.248,0.336,0.3518,0.2939,0.3568
248,CD20,152,5,101,580,161,0.239,0.2737,0.3229,0.2486,0.2229,0.2262
249,CD20,25,3,95,582,91,0.2771,0.3328,0.3053,0.2519,0.3002,0.4253
250,CD20,16,3,94,586,329,0.28,0.3223,0.2887,0.2263,0.3471,0.4229
251,CD20,12,3,96,108,1261,0.2251,0.286,0.3154,0.3248,0.3202,0.2052
252,CD20,42,3,97,171,1102,0.2953,0.3125,0.2422,0.3704,0.2449,0.3514
253,CD20,74,4,99,213,1183,0.212,0.2345,0.2561,0.2668,0.2448,0.3135
254,CD20,55,3,98,256,1210,0.3007,0.3432,0.3269,0.2466,0.342,0.2574
255,CD20,8,3,95,263,760,0.2831,0.4084,0.321,0.3165,0.285,0.3285
256,CD20,61,3,98,303,1012,0.2418,0.3028,0.4808,0.3135,0.2509,0.3531
257,CD20,16,3,96,504,641,0.3612,0.2924,0.3946,0.2887,0.2809,0.4286
258,CD20,102,4,98,505,254,0.2914,0.2879,0.2965,0.2619,0.2623,0.3036
259,CD20,263,6,101,563,290,0.2339,0.2498,0.2254,0.1926,0.1908,0.1744
260,CD20,145,5,101,585,172,0.2669,0.2761,0.2681,0.2969,0.2307,0.1718
261,CD20,307,6,103,611,63,0.2167,0.2297,0.1871,0.1995,0.2143,0.1846
262,CD20,81,4,100,651,109,0.2863,0.2406,0.2267,0.2165,0.2907,0.2012
263,CD20,8,3,96,147,1001,0.338,0.3093,0.2652,0.333,0.2836,0.2305
264,CD20,64,4,99,151,1072,0.2395,0.2565,0.2512,0.1883,0.2668,0.1875
265,CD20,16,3,96,435,362,0.279,0.2818,0.3423,0.2927,0.3318,0.259
266,CD20,8,3,96,474,275,0.2818,0.3194,0.3151,0.233,0.3019,0.2303
267,CD20,12,3,97,492,324,0.3297,0.2892,0.3301,0.2573,0.2576,0.3745
268,CD20,12,3,98,229,1120,0.3401,0.3253,0.3512,0.4371,0.3727,0.3131
269,CD20,8,3,97,261,1114,0.2882,0.3435,0.28,0.2999,0.2889,0.4054
270,CD20,24,3,100,264,1126,0.2442,0.3201,0.3121,0.3134,0.2868,0.347
271,CD20,22,3,98,275,809,0.276,0.3021,0.2913,0.22,0.319,0.3611
272,CD20,8,3,97,368,632,0.3255,0.3234,0.2963,0.3354,0.3015,0.3008
273,CD20,221,6,103,386,596,0.2273,0.235,0.2362,0.2312,0.2781,0.3286
274,CD20,38,3,100,558,284,0.3162,0.3023,0.2685,0.32,0.3129,0.436
275,CD20,34,3,100,577,190,0.3897,0.4234,0.3061,0.348,0.3385,0.305
276,CD20,67,4,98,684,380,0.2738,0.3244,0.0,0.2757,0.0,0.2733
277,CD20,23,3,99,231,913,0.2831,0.3525,0.3693,0.2952,0.3964,0.3385
278,CD20,8,3,98,278,702,0.2738,0.2976,0.332,0.3022,0.304,0.2536
279,CD20,95,4,101,579,133,0.3115,0.3273,0.2817,0.2619,0.2541,0.2704
280,CD20,12,3,99,587,327,0.2856,0.2918,0.2383,0.2948,0.2605,0.2548
281,CD20,377,7,109,605,79,0.2972,0.2342,0.1642,0.1585,0.2312,0.1835
282,CD20,54,3,102,677,460,0.3148,0.3351,0.3775,0.3251,0.4087,0.2216
283,CD20,26,3,101,199,939,0.2658,0.3655,0.3208,0.333,0.3408,0.2119
284,CD20,12,3,99,248,642,0.3249,0.318,0.2625,0.2418,0.3267,0.3548
285,CD20,40,3,103,537,396,0.4088,0.2638,0.3278,0.3247,0.3841,0.508
286,CD20,8,3,99,566,317,0.2971,0.2148,0.3369,0.2797,0.2765,0.3687
287,CD20,819,9,116,615,115,0.238,0.2574,0.2131,0.2322,0.2472,0.1703
288,CD20,8,3,99,636,292,0.3433,0.3848,0.2946,0.3641,0.3602,0.3105
289,CD20,270,6,107,181,1135,0.2613,0.2661,0.2356,0.3428,0.2345,0.2391
290,CD20,12,3,101,234,893,0.3508,0.3835,0.4337,0.5429,0.2992,0.383
291,CD20,28,3,103,362,757,0.3337,0.317,0.2494,0.2483,0.3328,0.2846
292,CD20,74,4,102,371,631,0.2735,0.2317,0.2502,0.2783,0.2897,0.2234
293,CD20,34,3,102,464,362,0.3658,0.6546,0.4244,0.8357,0.4782,0.317
294,CD20,116,4,107,503,368,0.2379,0.232,0.3081,0.2167,0.2431,0.1774
295,CD20,49,3,104,532,385,0.404,0.3001,0.3053,0.3348,0.3011,0.3669
296,CD20,12,3,102,163,1113,0.3852,0.3825,0.3373,0.291,0.2937,0.2615
297,CD20,53,3,103,199,1156,0.2758,0.3536,0.3519,0.2066,0.2468,0.3223
298,CD20,12,3,101,249,1033,0.2964,0.3214,0.3435,0.3526,0.2998,0.2847
299,CD20,174,5,106,254,1099,0.2729,0.2624,0.2557,0.2361,0.1965,0.2
300,CD20,58,3,107,338,740,0.3335,0.3004,0.242,0.2187,0.3282,0.3662
301,CD20,12,3,101,372,571,0.2941,0.3433,0.2962,0.2485,0.2757,0.2473
302,CD20,368,7,109,542,318,0.1946,0.2495,0.2296,0.2404,0.2547,0.1875
303,CD20,106,4,105,546,289,0.2752,0.3448,0.3191,0.2709,0.2833,0.24
304,CD20,32,3,105,553,365,0.3362,0.3169,0.2912,0.3069,0.2904,0.3212
305,CD20,394,7,109,555,113,0.2235,0.2393,0.2096,0.1853,0.2221,0.1786
306,CD20,227,6,109,624,158,0.2569,0.2372,0.1884,0.255,0.2369,0.1983
307,CD20,8,3,101,664,32,0.2905,0.3341,0.3165,0.3188,0.2734,0.2851
308,CD20,26,3,102,173,1049,0.2517,0.312,0.2396,0.2718,0.2783,0.2063
309,CD20,24,3,104,238,933,0.3052,0.376,0.3375,0.3181,0.3288,0.3243
310,CD20,69,4,105,266,789,0.2747,0.2634,0.5577,0.312,0.2803,0.2702
311,CD20,8,3,102,328,823,0.2977,0.2719,0.2785,0.2283,0.2924,0.312
312,CD20,12,3,102,513,320,0.2613,0.3134,0.4385,0.3839,0.3259,0.3471
313,CD20,136,5,105,549,278,0.2292,0.235,0.2827,0.2424,0.2628,0.1508
314,CD20,34,3,104,586,143,0.3005,0.2642,0.299,0.3375,0.3061,0.2346
315,CD20,34,3,103,661,209,0.3357,0.3007,0.4021,0.317,0.3534,0.3318
316,CD20,64,4,105,674,91,0.2619,0.3216,0.2106,0.2366,0.29,0.2056
317,CD20,32,3,105,198,1013,0.3539,0.317,0.2807,0.2852,0.2727,0.3202
318,CD20,12,3,104,342,698,0.2932,0.3242,0.3076,0.3197,0.2861,0.2761
319,CD20,12,3,104,439,456,0.2967,0.2373,0.381,0.237,0.3375,0.1909
320,CD20,24,3,105,555,359,0.3114,0.3063,0.3041,0.3011,0.2434,0.3429
321,CD20,32,3,106,147,1230,0.3229,0.3908,0.3565,0.2538,0.3561,0.2864
322,CD20,83,4,109,251,1031,0.2544,0.2956,0.2244,0.3088,0.3042,0.3317
323,CD20,22,3,105,368,573,0.3808,0.2494,0.2775,0.3049,0.298,0.2206
324,CD20,22,3,105,543,259,0.3923,0.3322,0.3399,0.3438,0.3267,0.2808
325,CD20,29,3,107,115,1243,0.2812,0.3324,0.3229,0.344,0.2779,0.29
326,CD20,12,3,106,239,1024,0.2916,0.3464,0.2468,0.217,0.251,0.2259
327,CD20,20,3,107,281,758,0.2871,0.3391,0.3546,0.2568,0.2759,0.3113
328,CD20,26,3,106,317,887,0.304,0.2627,0.3679,0.2431,0.386,0.3515
329,CD20,66,4,111,333,718,0.2629,0.2895,0.1608,0.2896,0.2668,0.2322
330,CD20,196,5,110,476,372,0.2724,0.2199,0.3047,0.2373,0.2539,0.2027
331,CD20,26,3,108,296,709,0.3018,0.3254,0.2936,0.2768,0.372,0.3319
332,CD20,8,3,106,515,318,0.4159,0.2641,0.4198,0.3704,0.3652,0.2871
333,CD20,81,4,112,651,142,0.222,0.2766,0.2678,0.2536,0.3515,0.245
334,CD20,8,3,107,154,1231,0.3166,0.2424,0.3707,0.2905,0.2978,0.2293
335,CD20,76,4,111,269,784,0.3618,0.2295,0.4834,0.2452,0.2416,0.3192
336,CD20,124,4,112,312,722,0.2901,0.2208,0.2848,0.2134,0.2549,0.226
337,CD20,66,4,112,520,381,0.2563,0.2648,0.3134,0.2881,0.2967,0.3119
338,CD20,70,4,111,204,1150,0.2616,0.2793,0.2815,0.2205,0.2152,0.2917
339,CD20,40,3,110,271,673,0.2765,0.3014,0.2117,0.3049,0.2359,0.3505
340,CD20,8,3,108,311,714,0.4323,0.3474,0.2828,0.2886,0.303,0.2206
341,CD20,8,3,108,320,808,0.3537,0.2852,0.3213,0.3232,0.2844,0.2816
342,CD20,380,7,117,341,772,0.2162,0.1903,0.2164,0.2204,0.22,0.1848
343,CD20,81,4,113,615,190,0.3181,0.2755,0.3815,0.3318,0.2322,0.1792
344,CD20,20,3,109,660,118,0.3482,0.2845,0.3025,0.351,0.2818,0.2987
345,CD20,22,3,110,228,846,0.3522,0.2826,0.2909,0.2698,0.2979,0.293
346,CD20,16,3,110,240,933,0.2697,0.2319,0.2938,0.2884,0.3029,0.2453
347,CD20,12,3,110,261,763,0.294,0.32,0.4144,0.2769,0.3226,0.2559
348,CD20,12,3,110,278,760,0.3277,0.293,0.213,0.304,0.248,0.2088
349,CD20,68,4,112,535,332,0.2759,0.2384,0.2853,0.2464,0.2765,0.2843
350,CD20,24,3,110,561,262,0.3195,0.3172,0.2882,0.3002,0.3315,0.4088
351,CD20,12,3,109,618,131,0.2689,0.3534,0.3652,0.2289,0.2119,0.3482
352,CD20,16,3,111,290,927,0.2688,0.3661,0.3337,0.262,0.3084,0.4513
353,CD20,12,3,111,316,884,0.3754,0.2909,0.3482,0.2867,0.2832,0.2725
354,CD20,615,8,120,573,307,0.2184,0.2086,0.2136,0.1989,0.2176,0.1877
355,CD20,62,3,113,668,126,0.2829,0.2721,0.3257,0.2068,0.2581,0.3411
356,CD20,48,3,112,153,1137,0.2933,0.2471,0.3171,0.3304,0.3347,0.3559
357,CD20,24,3,114,176,1085,0.2922,0.2685,0.2608,0.342,0.2491,0.1802
358,CD20,113,4,119,312,768,0.2809,0.2607,0.2927,0.2325,0.2411,0.1752
359,CD20,33,3,113,577,343,0.3463,0.2484,0.3326,0.2503,0.3157,0.2639
360,CD20,34,3,113,616,137,0.2898,0.3017,0.2767,0.3786,0.4025,0.3065
361,CD20,30,3,115,316,742,0.2591,0.3403,0.3531,0.3314,0.3104,0.3623
362,CD20,120,4,117,597,125,0.2727,0.2136,0.227,0.3314,0.263,0.2156
363,CD20,12,3,114,607,199,0.2846,0.2767,0.3421,0.3111,0.4004,0.2016
364,CD20,8,3,113,613,120,0.2933,0.3775,0.2173,0.304,0.3545,0.2904
365,CD20,58,3,116,555,361,0.2585,0.3327,0.3207,0.3629,0.2688,0.2225
366,CD20,97,4,121,584,89,0.2348,0.3044,0.2192,0.3166,0.2463,0.2527
367,CD20,40,3,115,618,129,0.3131,0.2909,0.3657,0.307,0.2841,0.2549
368,CD20,41,3,116,256,1046,0.2351,0.4061,0.3706,0.3063,0.2559,0.231
369,CD20,107,4,118,644,175,0.2557,0.2542,0.3049,0.2544,0.3439,0.3181
370,CD20,12,3,116,165,974,0.3758,0.2925,0.2782,0.322,0.2338,0.2936
371,CD20,38,3,119,273,1057,0.3387,0.2594,0.2862,0.4014,0.2634,0.313
372,CD20,64,4,119,339,739,0.1809,0.2901,0.2897,0.2377,0.2717,0.2094
373,CD20,12,3,117,553,364,0.2741,0.3061,0.3184,0.2902,0.3286,0.305
374,CD20,25,3,116,559,277,0.2922,0.275,0.2075,0.2468,0.2584,0.268
375,CD20,44,3,117,579,161,0.3326,0.3007,0.339,0.3142,0.3375,0.3486
376,CD20,85,4,118,608,124,0.3087,0.2598,0.3277,0.2684,0.317,0.1922
377,CD20,72,4,122,239,987,0.2712,0.2937,0.281,0.219,0.2165,0.2024
378,CD20,24,3,120,458,383,0.3037,0.3444,0.2749,0.2688,0.3042,0.3431
379,CD20,8,3,118,587,173,0.2933,0.334,0.3171,0.2515,0.2771,0.1708
380,CD20,16,3,119,627,47,0.3212,0.242,0.3344,0.2511,0.2508,0.2384
381,CD20,165,5,126,626,159,0.2073,0.2889,0.2539,0.2299,0.2549,0.1804
382,CD20,42,3,121,536,203,0.3137,0.2978,0.3482,0.3685,0.3706,0.3385
383,CD20,8,3,120,128,1143,0.2523,0.309,0.3195,0.2765,0.2447,0.1812
384,CD20,16,3,120,238,833,0.2959,0.2915,0.232,0.2978,0.2766,0.3185
385,CD20,12,3,120,269,672,0.253,0.3425,0.3411,0.2928,0.3045,0.2861
386,CD20,12,3,120,286,888,0.3555,0.2728,0.3023,0.3488,0.2009,0.2676
387,CD20,12,3,121,337,766,0.2554,0.3552,0.2497,0.2373,0.311,0.223
388,CD20,44,3,123,568,308,0.327,0.2853,0.297,0.2995,0.2898,0.3374
389,CD20,12,3,120,583,174,0.2361,0.3675,0.3006,0.276,0.2974,0.2733
390,CD20,28,3,122,625,155,0.2981,0.3742,0.2393,0.2783,0.2755,0.2761
391,CD20,105,4,123,634,143,0.1948,0.2651,0.2282,0.2486,0.3402,0.2261
392,CD20,12,3,122,99,1224,0.2889,0.336,0.3026,0.2542,0.282,0.3167
393,CD20,32,3,124,306,783,0.337,0.297,0.3759,0.272,0.2664,0.3357
394,CD20,12,3,123,607,198,0.3547,0.3256,0.3007,0.2461,0.3904,0.2145
395,CD20,8,3,123,424,488,0.3206,0.2815,0.2756,0.296,0.2663,0.3885
396,CD20,8,3,124,128,1141,0.2849,0.268,0.288,0.2514,0.2284,0.2115
397,CD20,189,5,130,467,374,0.2712,0.2705,0.2357,0.2181,0.2164,0.2584
398,CD20,22,3,125,517,247,0.33,0.2849,0.2399,0.216,0.3136,0.1965
399,CD20,24,3,126,618,136,0.2872,0.3444,0.3389,0.2298,0.3669,0.2821
400,CD20,108,4,129,359,751,0.2964,0.2654,0.3551,0.2533,0.2582,0.3358
401,CD20,251,6,131,538,330,0.2215,0.2438,0.2409,0.2035,0.2577,0.2145
402,CD20,50,3,126,654,162,0.2504,0.3894,0.2974,0.3162,0.2833,0.2862
403,CD20,32,3,128,655,49,0.3257,0.2813,0.3072,0.2632,0.4151,0.2916
404,CD20,261,6,133,614,188,0.2439,0.1965,0.2452,0.2157,0.2802,0.1855
405,CD20,157,5,134,563,337,0.2564,0.2555,0.2591,0.2163,0.2015,0.2304
