area_id,marker,area_size,radius,z,y,x,CD31_intensity,CD20_intensity,CD11b_intensity,CD4_intensity,CD11c_intensity,Catalase_intensity
406,CD20,30,3,129,575,264,0.3197,0.3372,0.238,0.2552,0.262,0.2197
407,CD20,26,3,129,649,162,0.2932,0.2997,0.3089,0.2976,0.2864,0.3136
408,CD20,59,3,133,515,329,0.3341,0.2941,0.2294,0.3627,0.2624,0.3034
409,CD20,30,3,129,608,59,0.2831,0.346,0.3384,0.2962,0.2031,0.1954
410,CD20,8,3,130,306,786,0.2655,0.2932,0.3467,0.2813,0.3278,0.2026
411,CD20,12,3,131,639,149,0.3064,0.2266,0.2875,0.311,0.2658,0.2736
412,CD20,8,3,131,332,626,0.2898,0.3236,0.3449,0.2731,0.3473,0.2931
413,CD20,184,5,134,554,330,0.2687,0.2379,0.2769,0.2344,0.2773,0.2222
414,CD20,56,3,135,342,772,0.2492,0.3252,0.3291,0.2829,0.2858,0.4547
415,CD20,34,3,134,585,195,0.3873,0.3336,0.3109,0.2511,0.4009,0.3209
416,CD20,24,3,134,609,224,0.299,0.2937,0.3431,0.3123,0.3683,0.294
417,CD20,8,3,133,338,765,0.281,0.298,0.2747,0.2192,0.3206,0.3395
418,CD20,24,3,136,311,769,0.2699,0.2894,0.3015,0.2964,0.2845,0.2471
419,CD20,20,3,136,347,770,0.2755,0.2654,0.3328,0.2918,0.2318,0.4045
420,CD20,42,3,137,580,220,0.384,0.2999,0.2748,0.3183,0.3528,0.252
421,CD20,12,3,135,550,329,0.3475,0.3535,0.352,0.2371,0.3433,0.2762
422,CD20,16,3,135,651,140,0.2616,0.2706,0.3991,0.3118,0.3135,0.2899
423,CD20,36,3,139,579,311,0.2884,0.3233,0.2705,0.2168,0.365,0.2613
424,CD20,28,3,139,537,202,0.4035,0.2537,0.2443,0.2995,0.3631,0.3263
425,CD20,84,4,142,542,329,0.2052,0.235,0.2594,0.2578,0.2307,0.1734
426,CD20,16,3,138,548,331,0.2636,0.3234,0.4384,0.2167,0.3269,0.2825
427,CD20,22,3,139,677,85,0.3142,0.3199,0.3682,0.36,0.4303,0.2478
428,CD20,30,3,141,561,332,0.3941,0.2583,0.3164,0.2727,0.2985,0.323
429,CD20,88,4,143,564,280,0.2702,0.279,0.2749,0.2575,0.2683,0.1798
430,CD20,38,3,141,644,185,0.2486,0.2982,0.2669,0.2538,0.2879,0.2957
431,CD20,64,4,146,494,7,0.3506,0.6468,0.0,0.4188,0.3162,0.0
432,CD20,87,4,144,606,227,0.2819,0.2484,0.3001,0.296,0.2955,0.2438
433,CD20,120,4,150,634,146,0.3137,0.242,0.2899,0.3266,0.2409,0.1761
434,CD20,37,3,147,621,139,0.391,0.3111,0.2483,0.2986,0.2704,0.2974
435,CD20,26,3,147,616,138,0.4014,0.3596,0.3003,0.3155,0.2893,0.2842
436,CD20,8,3,146,631,145,0.2989,0.2763,0.2227,0.2629,0.263,0.2466
437,CD20,96,4,153,82,616,0.3268,0.6394,0.3667,0.4954,0.4339,0.0
438,CD20,20,3,150,537,204,0.2744,0.2969,0.3334,0.2667,0.3764,0.3485
439,CD20,28,3,152,440,453,0.2578,0.3635,0.2751,0.2761,0.3037,0.2497
440,CD20,12,3,159,617,178,0.2704,0.2814,0.2629,0.2554,0.2815,0.2592
441,CD20,12,3,166,656,94,0.3022,0.2503,0.3327,0.2995,0.3285,0.3229
1,CD11b,59,3,38,285,1087,0.0,0.4023,0.3491,0.3377,0.0,0.0
2,CD11b,268,6,50,355,387,0.2834,0.2193,0.5466,0.2406,0.2928,0.3094
3,CD11b,10408,21,84,272,1083,0.2576,0.178,0.3696,0.165,0.2245,0.2012
4,CD11b,438,7,60,418,521,0.2518,0.2266,0.2704,0.2567,0.2388,0.1858
5,CD11b,153,5,59,109,864,0.2725,0.2005,0.2854,0.2087,0.2251,0.2878
6,CD11b,1867,12,70,413,503,0.2475,0.2018,0.2591,0.189,0.1982,0.1499
7,CD11b,52,3,57,225,646,0.2845,0.2756,0.4259,0.3154,0.2755,0.2992
8,CD11b,844,9,69,415,491,0.2102,0.2019,0.2751,0.2239,0.2307,0.1476
9,CD11b,128,5,62,441,243,0.2534,0.2918,0.3773,0.3112,0.2424,0.4004
10,CD11b,304,6,68,424,894,0.2232,0.2772,0.5066,0.2541,0.3036,0.2241
11,CD11b,20,3,59,432,911,0.323,0.3774,0.3018,0.3087,0.3108,0.4015
12,CD11b,16,3,60,126,841,0.3373,0.2453,0.3089,0.2783,0.2863,0.4526
13,CD11b,105,4,68,122,851,0.2375,0.2602,0.3298,0.2263,0.2361,0.4331
14,CD11b,198,5,68,206,673,0.2052,0.2232,0.2949,0.2683,0.2442,0.3932
15,CD11b,32,3,65,127,845,0.2665,0.2511,0.3583,0.309,0.2394,0.4351
16,CD11b,59,3,68,202,726,0.2699,0.2741,0.3082,0.3521,0.4033,0.3995
17,CD11b,24,3,67,368,1002,0.233,0.2802,0.3129,0.3019,0.4193,0.2283
18,CD11b,50,3,69,244,682,0.398,0.251,0.3632,0.19,0.3129,0.3684
19,CD11b,107,4,74,171,853,0.293,0.2415,0.2736,0.2768,0.2411,0.4053
20,CD11b,12,3,68,188,863,0.2338,0.2924,0.3492,0.3702,0.2915,0.4502
21,CD11b,324,6,72,190,851,0.2043,0.2149,0.3249,0.2345,0.2183,0.2701
22,CD11b,77,4,72,205,695,0.2893,0.2376,0.2926,0.2625,0.2485,0.4126
23,CD11b,12,3,67,234,683,0.3021,0.2384,0.5404,0.2287,0.3208,0.3881
24,CD11b,8,3,70,181,755,0.3209,0.2571,0.4497,0.2279,0.2676,0.2678
25,CD11b,20,3,71,202,875,0.3778,0.3685,0.3353,0.297,0.321,0.4166
26,CD11b,8,3,70,443,222,0.3103,0.2775,0.3975,0.396,0.314,0.3473
27,CD11b,151,5,75,672,334,0.2341,0.1993,0.3241,0.2795,0.2069,0.3629
28,CD11b,16,3,73,133,1019,0.2678,0.2744,0.3367,0.2998,0.3055,0.4356
29,CD11b,12,3,73,310,653,0.2664,0.2541,0.3697,0.3197,0.322,0.191
30,CD11b,42,3,74,431,529,0.3298,0.2317,0.4436,0.2677,0.3886,0.3319
31,CD11b,38,3,76,417,257,0.3017,0.3283,0.4122,0.3472,0.2124,0.231
32,CD11b,109,4,81,676,665,0.2588,0.2234,0.3211,0.186,0.2976,0.2455
33,CD11b,65,4,80,371,616,0.2985,0.3022,0.4024,0.2086,0.2293,0.1869
34,CD11b,20,3,82,429,470,0.5072,0.3079,0.3042,0.3496,0.3387,0.4509
35,CD11b,50,3,84,646,568,0.29,0.3543,0.3764,0.2832,0.5136,0.3643
36,CD11b,110,4,86,255,1134,0.3596,0.2991,0.5071,0.2752,0.3677,0.297
37,CD11b,34,3,85,284,1195,0.2581,0.4096,0.3567,0.2929,0.2822,0.2158
38,CD11b,226,6,88,375,630,0.2136,0.252,0.3648,0.203,0.2136,0.2805
39,CD11b,12,3,86,266,741,0.2957,0.2986,0.3041,0.2141,0.314,0.3883
40,CD11b,52,3,89,341,673,0.2891,0.3433,0.3043,0.2714,0.3268,0.3604
41,CD11b,63,3,88,573,526,0.279,0.3548,0.406,0.3122,0.2966,0.4308
42,CD11b,79,4,89,638,596,0.2876,0.2457,0.3192,0.2172,0.25,0.4491
43,CD11b,348,7,96,422,418,0.2538,0.1896,0.2547,0.2349,0.1786,0.2318
44,CD11b,18,3,86,501,349,0.2813,0.3838,0.3071,0.321,0.2578,0.2889
45,CD11b,12,3,87,136,1192,0.3333,0.3664,0.375,0.2961,0.2833,0.3615
46,CD11b,26,3,88,158,776,0.2669,0.3051,0.3672,0.2626,0.2577,0.3255
47,CD11b,8,3,87,209,751,0.3275,0.3226,0.4648,0.2987,0.3454,0.2282
48,CD11b,270,6,93,667,234,0.2684,0.2704,0.2827,0.2262,0.2535,0.2158
49,CD11b,8,3,88,399,728,0.2912,0.3221,0.271,0.3325,0.3272,0.2339
50,CD11b,12,3,89,614,622,0.3126,0.2775,0.326,0.2556,0.3095,0.4612
51,CD11b,239,6,96,499,347,0.1991,0.2471,0.2957,0.2296,0.2243,0.2271
52,CD11b,37,3,91,656,383,0.2837,0.2662,0.3544,0.3257,0.2848,0.2231
53,CD11b,12,3,91,336,672,0.3027,0.356,0.3885,0.2459,0.3368,0.3256
54,CD11b,20,3,93,337,677,0.2648,0.3105,0.3226,0.274,0.2186,0.2961
55,CD11b,76,4,96,668,381,0.2695,0.2878,0.3086,0.2297,0.2411,0.2145
56,CD11b,66,4,96,490,258,0.2444,0.2915,0.3813,0.3338,0.2857,0.2454
57,CD11b,743,9,109,606,182,0.219,0.2308,0.2714,0.1939,0.2102,0.2529
58,CD11b,12,3,96,310,694,0.2954,0.3994,0.4541,0.4105,0.3088,0.3107
59,CD11b,8,3,97,453,419,0.3398,0.3352,0.3087,0.3355,0.3429,0.4026
60,CD11b,18,3,99,209,949,0.3914,0.3307,0.3515,0.257,0.2369,0.216
61,CD11b,111,4,106,569,49,0.265,0.3276,0.3882,0.2133,0.2435,0.3166
62,CD11b,44,3,103,576,178,0.2856,0.2776,0.4254,0.2684,0.2878,0.288
63,CD11b,249,6,108,650,174,0.2891,0.2408,0.3492,0.1576,0.2633,0.3648
64,CD11b,32,3,104,659,499,0.35,0.3418,0.4056,0.2807,0.2704,0.6132
65,CD11b,16,3,103,496,131,0.268,0.3068,0.3391,0.2892,0.1967,0.4687
66,CD11b,16,3,106,637,615,0.2893,0.2898,0.3494,0.2585,0.4321,0.2284
67,CD11b,54,3,114,665,498,0.2686,0.3469,0.3848,0.2428,0.2432,0.2785
68,CD11b,8,3,111,460,409,0.2621,0.3143,0.4003,0.3505,0.2488,0.3778
69,CD11b,8,3,113,425,418,0.2549,0.3126,0.3378,0.3688,0.2301,0.2929
70,CD11b,416,7,130,272,1081,0.2192,0.2476,0.3277,0.2426,0.2264,0.1943
71,CD11b,24,3,128,313,1144,0.3063,0.3323,0.3295,0.301,0.2414,0.23
72,CD11b,8,3,130,529,353,0.2973,0.3003,0.3229,0.3558,0.2824,0.3317
73,CD11b,419,7,143,526,356,0.1897,0.2433,0.2941,0.2486,0.2507,0.3084
74,CD11b,532,8,144,242,1065,0.2601,0.2337,0.5854,0.2134,0.4172,0.1808
1,CD4,405,7,25,260,1060,0.0,0.2861,0.3268,0.2082,0.0,0.0
2,CD4,3284,14,68,322,990,0.3096,0.6056,0.1722,0.1398,0.1891,0.2541
3,CD4,533,8,30,554,324,0.0,0.3215,0.462,0.1992,0.0,0.0
4,CD4,189,5,51,102,1315,0.3206,0.5853,0.3094,0.1749,0.2544,0.2551
5,CD4,1005,10,72,360,782,0.2622,0.585,0.1974,0.2009,0.2275,0.2152
6,CD4,553,8,64,403,159,0.2721,0.4757,0.292,0.2827,0.2491,0.2695
7,CD4,1865,12,103,520,513,0.1981,0.5709,0.1836,0.2047,0.1528,0.2163
8,CD4,36,3,75,98,1306,0.245,0.2646,0.3324,0.2238,0.3141,0.2075
9,CD4,428,7,83,400,580,0.2539,0.3327,0.2695,0.1944,0.2897,0.2022
10,CD4,222,6,87,111,1220,0.2681,0.2426,0.2203,0.1952,0.2228,0.2613
11,CD4,12,3,89,258,1132,0.2834,0.3884,0.6359,0.2632,0.4873,0.5956
12,CD4,300,6,101,203,1250,0.2293,0.3517,0.2303,0.2335,0.2246,0.2006
13,CD4,272,6,103,257,1130,0.2255,0.3477,0.2482,0.2624,0.2038,0.2004
14,CD4,204,5,103,464,362,0.3157,0.5861,0.2939,0.4703,0.2781,0.2663
15,CD4,12,3,95,164,1130,0.3068,0.3649,0.2936,0.2559,0.2274,0.2966
16,CD4,76,4,111,123,592,0.3771,0.5277,0.3454,0.4258,0.4093,0.3553
17,CD4,16,3,119,246,1122,0.2853,0.3377,0.2947,0.2551,0.3972,0.2535
18,CD4,162,5,129,250,1129,0.2362,0.253,0.2475,0.2413,0.2538,0.2728
19,CD4,8,3,126,236,1137,0.3021,0.3431,0.3204,0.3289,0.2621,0.2873
20,CD4,18,3,127,243,1131,0.3629,0.3596,0.2932,0.3347,0.3762,0.2405
21,CD4,451,7,146,494,7,0.2765,0.615,0.3024,0.3946,0.2742,0.0
22,CD4,362,7,153,82,616,0.3478,0.6255,0.2799,0.4312,0.2949,0.4572
1,CD11c,72,4,57,152,565,0.2581,0.253,0.3285,0.2569,0.4702,0.6717
2,CD11c,32,3,60,156,764,0.3411,0.369,0.3031,0.2377,0.4804,0.3539
3,CD11c,95,4,63,64,1273,0.2764,0.2399,0.3013,0.2636,0.2969,0.2534
4,CD11c,38,3,62,488,202,0.3148,0.3358,0.3148,0.3167,0.3024,0.2614
5,CD11c,52,3,64,65,1309,0.3335,0.3226,0.3038,0.3487,0.3624,0.3812
6,CD11c,155,5,66,69,1238,0.267,0.223,0.2495,0.1927,0.4023,0.3243
7,CD11c,38,3,65,71,1326,0.3358,0.3559,0.2554,0.3812,0.2579,0.3308
8,CD11c,142,5,67,89,1235,0.1779,0.251,0.2592,0.1758,0.3233,0.2428
9,CD11c,56,3,66,410,339,0.2829,0.3221,0.2769,0.2681,0.2319,0.2588
10,CD11c,251,6,71,321,993,0.4279,0.6623,0.2521,0.2092,0.2153,0.1851
11,CD11c,171,5,72,171,870,0.3053,0.2136,0.2375,0.1937,0.2833,0.2308
12,CD11c,8,3,68,202,1293,0.3065,0.3361,0.3739,0.2603,0.4018,0.3495
13,CD11c,20,3,69,371,447,0.3394,0.3145,0.2941,0.3008,0.4893,0.2892
14,CD11c,519,8,79,385,610,0.2779,0.2407,0.1886,0.279,0.3463,0.2919
15,CD11c,114,4,72,409,882,0.2726,0.2775,0.2807,0.2219,0.2565,0.3021
16,CD11c,8,3,69,195,793,0.3861,0.3675,0.3364,0.2389,0.4693,0.2279
17,CD11c,20,3,72,420,377,0.3505,0.2836,0.2621,0.2491,0.4996,0.2415
18,CD11c,334,6,81,275,1088,0.1891,0.2025,0.2992,0.1847,0.2575,0.1851
19,CD11c,96,4,78,487,240,0.2816,0.2725,0.2949,0.3211,0.3954,0.2393
20,CD11c,60,3,84,343,761,0.3014,0.296,0.3416,0.3015,0.4386,0.2649
21,CD11c,12,3,81,411,877,0.3822,0.3263,0.2614,0.2547,0.3419,0.2937
22,CD11c,24,3,84,348,741,0.308,0.2461,0.3436,0.2583,0.2901,0.3317
23,CD11c,28,3,87,407,464,0.3401,0.3665,0.2463,0.2641,0.4145,0.2691
24,CD11c,340,6,95,578,287,0.2141,0.286,0.2156,0.2511,0.2404,0.2097
25,CD11c,44,3,93,677,574,0.2979,0.3521,0.3054,0.2975,0.3804,0.3154
26,CD11c,56,3,95,451,355,0.261,0.3577,0.4412,0.155,0.5019,0.2294
27,CD11c,184,5,115,398,248,0.2911,0.2301,0.2728,0.1643,0.3616,0.2259
28,CD11c,2283,13,159,78,782,0.2184,0.1777,0.2631,0.2035,0.4897,0.3424
29,CD11c,24,3,149,242,1065,0.3628,0.598,0.5595,0.4152,0.5069,0.4015
30,CD11c,22,3,155,511,149,0.3053,0.2399,0.3015,0.2425,0.27,0.2826
1,Catalase,229,6,45,365,356,0.2685,0.2318,0.2556,0.23,0.2237,0.3642
2,Catalase,118,4,55,407,496,0.215,0.3154,0.3148,0.2526,0.3109,0.5456
3,Catalase,26,3,57,99,927,0.3266,0.3585,0.343,0.3871,0.3201,0.5947
4,Catalase,331,6,65,350,1286,0.2233,0.2592,0.3297,0.2122,0.2952,0.6729
5,Catalase,486,7,71,411,505,0.2838,0.2252,0.2801,0.2016,0.2218,0.252
6,Catalase,24,3,58,102,879,0.266,0.315,0.2185,0.2438,0.3463,0.5125
7,Catalase,70,4,59,233,715,0.2309,0.2901,0.2831,0.2754,0.2815,0.4078
8,Catalase,202,5,70,413,496,0.2509,0.2142,0.256,0.2579,0.2574,0.3441
9,Catalase,686,8,73,313,980,0.2513,0.1841,0.2098,0.1562,0.1992,0.2972
10,Catalase,954,9,85,271,1074,0.2182,0.1938,0.4571,0.1837,0.2747,0.3362
11,Catalase,462,7,72,279,1144,0.2349,0.1868,0.2436,0.2333,0.2601,0.3528
12,Catalase,1022,10,79,346,929,0.2083,0.2127,0.2115,0.1597,0.1959,0.4001
13,Catalase,1278,10,83,365,942,0.1687,0.2047,0.1755,0.2679,0.1929,0.3134
14,Catalase,74,4,71,122,851,0.2471,0.2625,0.364,0.2222,0.2494,0.4569
15,Catalase,568,8,78,305,996,0.2236,0.2182,0.226,0.185,0.2401,0.5767
16,Catalase,71,4,73,221,1002,0.3025,0.3122,0.2947,0.2267,0.3033,0.4239
17,Catalase,569,8,80,388,726,0.2436,0.223,0.1628,0.2476,0.2665,0.3758
18,Catalase,12,3,72,151,818,0.3156,0.3129,0.3212,0.29,0.3177,0.1727
19,Catalase,695,8,87,348,913,0.2099,0.2517,0.1798,0.214,0.1887,0.2217
20,Catalase,955,9,88,258,1112,0.2748,0.231,0.1668,0.2004,0.2247,0.3546
21,Catalase,139,5,80,271,712,0.2302,0.2063,0.2298,0.1556,0.2567,0.3885
22,Catalase,580,8,89,277,1097,0.2017,0.2418,0.2262,0.1563,0.2328,0.2734
23,Catalase,273,6,83,415,689,0.2331,0.2253,0.2067,0.2738,0.2591,0.5042
24,Catalase,28,3,79,277,1056,0.3229,0.2574,0.2999,0.3277,0.3941,0.4475
25,Catalase,325,6,87,294,1023,0.2772,0.1978,0.235,0.2285,0.2822,0.3751
26,Catalase,535,8,87,368,759,0.1888,0.232,0.1978,0.1677,0.2501,0.3152
27,Catalase,277,6,85,601,163,0.3041,0.2383,0.2248,0.1381,0.2346,0.439
28,Catalase,647,8,93,681,390,0.2184,0.2125,0.2265,0.1459,0.2493,0.3782
29,Catalase,467,7,90,374,837,0.2166,0.2202,0.2129,0.2464,0.2231,0.3488
30,Catalase,195,5,89,179,1099,0.2851,0.2438,0.2623,0.221,0.3142,0.3815
31,Catalase,8,3,82,243,1145,0.2629,0.2512,0.2515,0.2628,0.3446,0.4495
32,Catalase,77,4,85,354,720,0.2854,0.2751,0.2531,0.2437,0.2665,0.5156
33,Catalase,6495,18,116,410,79,0.2262,0.1838,0.181,0.2268,0.1817,0.3552
34,Catalase,90,4,86,412,797,0.2263,0.3193,0.2597,0.2616,0.2842,0.2255
35,Catalase,339,6,92,357,749,0.2289,0.2974,0.2659,0.1745,0.2066,0.3999
36,Catalase,448,7,90,377,757,0.2314,0.2384,0.1989,0.1461,0.2353,0.2806
37,Catalase,169,5,93,437,109,0.3383,0.2359,0.3309,0.2574,0.3159,0.6542
38,Catalase,281,6,90,486,416,0.2703,0.2488,0.2388,0.2126,0.267,0.4029
39,Catalase,26,3,87,186,1274,0.3074,0.3645,0.3101,0.222,0.4391,0.598
40,Catalase,356,7,91,442,647,0.2743,0.2824,0.2737,0.3118,0.2122,0.3314
41,Catalase,213,5,93,547,345,0.3521,0.2188,0.2613,0.2654,0.2267,0.5016
42,Catalase,42,3,87,597,67,0.2734,0.259,0.332,0.3179,0.2779,0.5538
43,Catalase,394,7,93,227,1232,0.2289,0.1854,0.1968,0.2031,0.2409,0.4006
44,Catalase,40,3,88,610,169,0.2898,0.3183,0.239,0.4007,0.319,0.5134
45,Catalase,388,7,96,274,807,0.217,0.2441,0.2247,0.1736,0.2527,0.345
46,Catalase,388,7,97,286,770,0.245,0.2321,0.2435,0.1853,0.2125,0.3537
47,Catalase,429,7,102,494,974,0.2306,0.2531,0.2004,0.2533,0.214,0.2845
48,Catalase,245,6,93,538,163,0.2474,0.2418,0.3305,0.2675,0.2281,0.4138
49,Catalase,323,6,96,383,878,0.2866,0.2505,0.2263,0.2456,0.2707,0.3758
50,Catalase,8,3,90,307,761,0.3129,0.2824,0.3149,0.2032,0.4033,0.2724
51,Catalase,8,3,90,400,726,0.2923,0.2426,0.2562,0.3384,0.2955,0.4138
52,Catalase,417,7,99,601,350,0.2483,0.2609,0.2018,0.195,0.258,0.3254
53,Catalase,57,3,95,355,770,0.3707,0.2382,0.2955,0.2536,0.257,0.434
54,Catalase,16,3,93,515,213,0.298,0.3229,0.2991,0.2917,0.2494,0.4785
55,Catalase,48,3,97,319,725,0.2916,0.282,0.2703,0.2689,0.3162,0.2406
56,Catalase,164,5,98,611,176,0.2442,0.284,0.2908,0.255,0.2443,0.4509
57,Catalase,157,5,100,641,132,0.2989,0.2629,0.2247,0.2741,0.2122,0.4629
58,Catalase,96,4,100,650,130,0.2762,0.2726,0.291,0.3381,0.2273,0.5015
59,Catalase,444,7,109,488,604,0.2283,0.1897,0.2303,0.2647,0.2442,0.3816
60,Catalase,335,6,103,535,400,0.2337,0.2443,0.2319,0.2419,0.2491,0.2772
61,Catalase,101,4,101,315,850,0.2834,0.2087,0.217,0.2634,0.2548,0.3742
62,Catalase,16,3,98,607,162,0.3442,0.3638,0.3193,0.2876,0.2788,0.5425
63,Catalase,309,6,111,170,1101,0.2464,0.2403,0.2471,0.1912,0.2136,0.3009
64,Catalase,79,4,103,573,108,0.2662,0.2273,0.2843,0.3238,0.2953,0.4496
65,Catalase,326,6,109,314,864,0.2275,0.2266,0.2154,0.2682,0.2424,0.3303
66,Catalase,444,7,109,575,273,0.3352,0.2234,0.1932,0.1787,0.2216,0.34
67,Catalase,8,3,101,187,1007,0.313,0.248,0.3257,0.2732,0.2562,0.5327
68,Catalase,123,4,108,543,380,0.2593,0.2457,0.2279,0.29,0.2564,0.3245
69,Catalase,215,5,109,682,115,0.254,0.2995,0.395,0.2936,0.0,0.2813
70,Catalase,85,4,109,166,1108,0.2199,0.3362,0.2238,0.1929,0.221,0.3467
71,Catalase,14,3,104,293,785,0.268,0.3829,0.2782,0.3258,0.3041,0.4314
72,Catalase,1098,10,114,328,880,0.2219,0.206,0.17,0.1672,0.1983,0.2817
73,Catalase,86,4,109,349,969,0.2385,0.2844,0.2716,0.2588,0.2541,0.3734
74,Catalase,38,3,106,661,176,0.3337,0.2932,0.2755,0.2855,0.3178,0.5087
75,Catalase,309,6,114,663,127,0.2314,0.2365,0.2369,0.1738,0.2412,0.3321
76,Catalase,8,3,105,219,1049,0.2779,0.3633,0.2899,0.2907,0.2422,0.4677
77,Catalase,12,3,106,358,747,0.3446,0.3576,0.2652,0.209,0.3553,0.4577
78,Catalase,328,6,114,637,198,0.2493,0.2149,0.2179,0.2376,0.2518,0.4488
79,Catalase,247,6,117,267,1063,0.2396,0.2148,0.2462,0.2396,0.2077,0.3824
80,Catalase,342,6,118,320,861,0.2226,0.2216,0.2012,0.2197,0.2444,0.3233
81,Catalase,94,4,114,299,1021,0.2862,0.2476,0.2752,0.2377,0.2313,0.4086
82,Catalase,80,4,116,343,719,0.2419,0.2504,0.1916,0.2684,0.2563,0.3256
83,Catalase,331,6,118,629,689,0.2707,0.0,0.1867,0.0,0.2908,0.3659
84,Catalase,67,4,115,309,1074,0.2741,0.2797,0.6781,0.245,0.2144,0.3883
85,Catalase,140,5,126,316,829,0.2835,0.1943,0.191,0.2583,0.202,0.3837
86,Catalase,193,5,128,349,971,0.2711,0.222,0.2636,0.2062,0.2454,0.4956
87,Catalase,28,3,124,230,1087,0.2653,0.3708,0.369,0.2502,0.3121,0.426
88,Catalase,16,3,125,299,1016,0.3008,0.2927,0.3226,0.2144,0.2941,0.4428
89,Catalase,400,7,137,318,843,0.248,0.2035,0.1955,0.1642,0.1959,0.3645
90,Catalase,189,5,129,335,775,0.2488,0.2687,0.2448,0.2005,0.2469,0.3624
91,Catalase,83,4,127,342,736,0.2899,0.2774,0.2347,0.1843,0.2362,0.3943
92,Catalase,393,7,132,384,860,0.2303,0.1761,0.2095,0.284,0.2033,0.3135
93,Catalase,85,4,128,227,1044,0.262,0.2802,0.2285,0.3133,0.2292,0.4475
94,Catalase,246,6,132,208,1008,0.1762,0.2064,0.2111,0.188,0.2337,0.3058
95,Catalase,26,3,129,342,713,0.3125,0.3211,0.3335,0.2916,0.2983,0.4029
96,Catalase,174,5,134,222,1008,0.199,0.2419,0.2384,0.1586,0.2124,0.3306
97,Catalase,8,3,129,471,496,0.3275,0.3391,0.234,0.3362,0.2787,0.3537
98,Catalase,39,3,132,389,850,0.3708,0.3281,0.3203,0.2579,0.31,0.449
99,Catalase,28,3,134,595,383,0.2892,0.2921,0.3222,0.3637,0.2888,0.3776
100,Catalase,20,3,136,390,858,0.2387,0.4199,0.2498,0.2933,0.3013,0.359
101,Catalase,16,3,141,415,651,0.2507,0.2956,0.225,0.2708,0.2563,0.4455
102,Catalase,16,3,141,583,316,0.2849,0.3324,0.2892,0.19,0.3037,0.3569
103,Catalase,28,3,143,333,779,0.2438,0.3208,0.2188,0.36,0.2267,0.4581
104,Catalase,71,4,147,224,1201,0.2765,0.2944,0.3651,0.2526,0.3136,0.5973
105,Catalase,40,3,147,386,815,0.3217,0.3139,0.2486,0.2814,0.3214,0.3777
106,Catalase,8,3,149,321,824,0.3054,0.2969,0.1921,0.3483,0.384,0.378
107,Catalase,78,4,156,445,60,0.3575,0.2783,0.6444,0.4386,0.3922,0.4499
